Match ID,Name,Champion,Champion Sex,Role,Type,Deaths,Kills,Assists,KDA,Keystone,Spell D,Spell F,Win,Match Type
6337131332,PCS Misanthiel,Jax,male,top_lane,other,6,5,4,2.0,Lethal Tempo,Ignite,Flash,Win,ranked_solo_fives
6337131332,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,3,4,14,4.25,First Strike,Smite,Flash,Win,ranked_solo_fives
6337131332,TTV Poliko,Anivia,female,mid_lane,other,2,3,4,2.0,Phase Rush,Ignite,Flash,Win,ranked_solo_fives
6337131332,SPKTRA,Aphelios,male,bot_lane,other,13,5,5,3.6,Conqueror,Flash,Ghost,Win,ranked_solo_fives
6337131332,Heavenly Scars,Thresh,male,utility,other,0,5,14,2.8,Glacial Augment,Flash,Ignite,Win,ranked_solo_fives
6337131332,QLQLQLQL,Olaf,male,top_lane,other,4,5,4,1.6,Conqueror,Flash,Ghost,Loss,ranked_solo_fives
6337131332,loveIyx,Viego,male,jungle,other,11,3,3,4.67,Conqueror,Smite,Flash,Loss,ranked_solo_fives
6337131332,ZONGO LE DOZ0,Kled,male,mid_lane,other,3,6,5,1.33,Press the Attack,Teleport,Flash,Loss,ranked_solo_fives
6337131332,Electric,Zeri,female,bot_lane,other,4,6,7,1.83,Lethal Tempo,Heal,Flash,Loss,ranked_solo_fives
6337131332,Kronisk Skeptisk,Lulu,female,utility,other,0,4,13,3.25,Summon Aery,Flash,Ignite,Loss,ranked_solo_fives
6337078029,Kakan,Kennen,male,top_lane,other,5,5,15,4.0,First Strike,Teleport,Flash,Win,ranked_solo_fives
6337078029,Curling Captain,Nidalee,female,jungle,other,13,3,13,8.67,Dark Harvest,Flash,Smite,Win,ranked_solo_fives
6337078029,sundazer,Qiyana,female,mid_lane,other,8,8,7,1.88,First Strike,Teleport,Flash,Win,ranked_solo_fives
6337078029,Shenare,Ezreal,male,bot_lane,other,12,3,11,7.67,Conqueror,Flash,Cleanse,Win,ranked_solo_fives
6337078029,KarnickeI,Thresh,male,utility,other,2,6,19,3.5,Guardian,Flash,Exhaust,Win,ranked_solo_fives
6337078029,H0rnlime,Warwick,male,top_lane,other,5,9,3,0.89,Grasp of the Undying,Ghost,Teleport,Loss,ranked_solo_fives
6337078029,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,8,9,12,2.22,First Strike,Smite,Flash,Loss,ranked_solo_fives
6337078029,atneas,Tristana,female,mid_lane,other,2,6,6,1.33,Press the Attack,Flash,Exhaust,Loss,ranked_solo_fives
6337078029,Kozak Trainee,Kai'Sa,female,bot_lane,other,8,6,6,2.33,Lethal Tempo,Flash,Cleanse,Loss,ranked_solo_fives
6337078029,ViV MEGAZORD X7,Rell,female,utility,other,2,10,14,1.6,Glacial Augment,Flash,Ignite,Loss,ranked_solo_fives
6336885504,artistic turtle,Mordekaiser,male,mid_lane,other,8,4,6,3.5,Conqueror,Teleport,Flash,Win,ranked_solo_fives
6336885504,R 5 22 5 14 7,Lee Sin,male,jungle,other,9,6,8,2.83,Conqueror,Flash,Smite,Win,ranked_solo_fives
6336885504,Robính00D,Varus,male,bot_lane,other,7,8,10,2.12,Lethal Tempo,Flash,Ghost,Win,ranked_solo_fives
6336885504,SPKTRA,Syndra,female,top_lane,other,8,9,8,1.78,First Strike,Flash,Teleport,Win,ranked_solo_fives
6336885504,Airobloodin,Karma,female,utility,other,1,8,14,1.88,Arcane Comet,Flash,Ignite,Win,ranked_solo_fives
6336885504,I rank 1 ,Vayne,female,top_lane,other,3,7,5,1.14,Lethal Tempo,Ghost,Flash,Loss,ranked_solo_fives
6336885504,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,8,6,15,3.83,First Strike,Smite,Flash,Loss,ranked_solo_fives
6336885504,Kiszee,Darius,male,mid_lane,other,10,7,5,2.14,Conqueror,Ghost,Flash,Loss,ranked_solo_fives
6336885504,Adison997,Jinx,female,bot_lane,other,7,6,13,3.33,Lethal Tempo,Flash,Heal,Loss,ranked_solo_fives
6336885504,NoLimitsSaviour,Bel'Veth,female,utility,other,7,7,11,2.57,Press the Attack,Ignite,Flash,Loss,ranked_solo_fives
6336844938,ΚyM,Riven,female,top_lane,other,7,7,4,1.57,Conqueror,Flash,Ignite,Loss,ranked_solo_fives
6336844938,ego jungler,Kayn,male,jungle,other,5,9,7,1.33,First Strike,Ignite,Smite,Loss,ranked_solo_fives
6336844938,G2 ANDREWTAT3,Fiddlesticks,male,mid_lane,user,6,5,4,2.0,First Strike,Ignite,Flash,Loss,ranked_solo_fives
6336844938,Aalbaac0ck,Jinx,female,bot_lane,other,3,8,7,1.25,Lethal Tempo,Ghost,Flash,Loss,ranked_solo_fives
6336844938,estrella caida,Thresh,male,utility,other,1,9,11,1.33,Glacial Augment,Flash,Ignite,Loss,ranked_solo_fives
6336844938,buff tοp,K'Sante,male,top_lane,other,8,5,9,3.4,Grasp of the Undying,Teleport,Flash,Win,ranked_solo_fives
6336844938,ritzy kangaroo,Gragas,male,jungle,other,13,4,8,5.25,Dark Harvest,Smite,Flash,Win,ranked_solo_fives
6336844938,waterenjoyer123,Annie,female,mid_lane,other,1,7,10,1.57,First Strike,Teleport,Flash,Win,ranked_solo_fives
6336844938,TwTv SYZYFEKK,Xayah,female,bot_lane,other,13,3,13,8.67,Lethal Tempo,Flash,Cleanse,Win,ranked_solo_fives
6336844938,PinkMin v2,Rakan,male,utility,other,3,4,26,7.25,Guardian,Ignite,Flash,Win,ranked_solo_fives
6336730228,Toƒƒy,Riven,female,top_lane,other,14,7,1,2.14,Conqueror,Flash,Ignite,Loss,ranked_solo_fives
6336730228,Suaric,Lee Sin,male,jungle,other,6,12,7,1.08,Conqueror,Flash,Smite,Loss,ranked_solo_fives
6336730228,Dendruum,Sylas,male,mid_lane,other,3,12,9,1.0,First Strike,Flash,Teleport,Loss,ranked_solo_fives
6336730228,poopman69,Xayah,female,bot_lane,other,4,13,5,0.69,Lethal Tempo,Flash,Cleanse,Loss,ranked_solo_fives
6336730228,Tolzdi,Taric,male,utility,other,2,11,15,1.55,Glacial Augment,Ignite,Flash,Loss,ranked_solo_fives
6336730228,Loak,Renekton,male,top_lane,other,7,8,14,2.62,Conqueror,Flash,Teleport,Win,ranked_solo_fives
6336730228,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,6,4,25,7.75,First Strike,Smite,Flash,Win,ranked_solo_fives
6336730228,LFT Pika,Zed,male,mid_lane,other,25,7,11,5.14,Electrocute,Flash,Ignite,Win,ranked_solo_fives
6336730228,rulerviperdeft,Aphelios,male,bot_lane,other,13,5,11,4.8,Lethal Tempo,Flash,Heal,Win,ranked_solo_fives
6336730228,XQDragneel,Alistar,male,utility,other,4,5,27,6.2,Glacial Augment,Exhaust,Flash,Win,ranked_solo_fives
6335923167,Squeezie,Garen,male,top_lane,other,2,5,3,1.0,Phase Rush,Ignite,Flash,Win,ranked_solo_fives
6335923167,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,7,0,10,17.0,First Strike,Smite,Flash,Win,ranked_solo_fives
6335923167,eornom islek,Jayce,male,mid_lane,other,16,3,11,9.0,Conqueror,Flash,Exhaust,Win,ranked_solo_fives
6335923167,ad895091,Jinx,female,bot_lane,other,13,2,7,10.0,Lethal Tempo,Flash,Heal,Win,ranked_solo_fives
6335923167,rwta th mana s,Rakan,male,utility,other,4,4,20,6.0,Guardian,Flash,Ignite,Win,ranked_solo_fives
6335923167,price369,Kled,male,top_lane,other,3,5,0,0.6,Conqueror,Ignite,Flash,Loss,ranked_solo_fives
6335923167,Berk Demir,Elise,female,jungle,other,2,7,4,0.86,Electrocute,Flash,Smite,Loss,ranked_solo_fives
6335923167,VVaenA ,Irelia,female,mid_lane,other,2,10,2,0.4,Conqueror,Flash,Teleport,Loss,ranked_solo_fives
6335923167,Kevin Pearson,Sivir,female,bot_lane,other,5,7,1,0.86,Lethal Tempo,Flash,Ghost,Loss,ranked_solo_fives
6335923167,Qnoxs,Senna,female,utility,other,2,13,4,0.46,Fleet Footwork,Flash,Heal,Loss,ranked_solo_fives
6335841922,Luan Macek,Poppy,female,top_lane,other,2,8,4,0.75,Grasp of the Undying,Flash,Teleport,Win,ranked_solo_fives
6335841922,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,5,9,13,2.0,First Strike,Smite,Flash,Win,ranked_solo_fives
6335841922,HRN Rinky,Vel'Koz,male,mid_lane,other,4,1,13,17.0,Arcane Comet,Barrier,Flash,Win,ranked_solo_fives
6335841922,VZPONCICIQ,Jinx,female,bot_lane,other,15,3,7,7.33,Lethal Tempo,Ghost,Flash,Win,ranked_solo_fives
6335841922,NOVA Tinelli,Milio,male,utility,other,2,4,23,6.25,Guardian,Flash,Exhaust,Win,ranked_solo_fives
6335841922,Gokkex,Tahm Kench,male,top_lane,other,4,3,10,4.67,Grasp of the Undying,Ghost,Teleport,Loss,ranked_solo_fives
6335841922,PokéMart,Diana,female,jungle,other,6,6,12,3.0,Conqueror,Smite,Flash,Loss,ranked_solo_fives
6335841922,Ox Reus,Yasuo,male,mid_lane,other,5,8,6,1.38,Lethal Tempo,Flash,Ignite,Loss,ranked_solo_fives
6335841922,consistency3,Xayah,female,bot_lane,other,10,5,5,3.0,Lethal Tempo,Flash,Cleanse,Loss,ranked_solo_fives
6335841922,Unméi,Soraka,female,utility,other,0,6,15,2.5,Summon Aery,Flash,Exhaust,Loss,ranked_solo_fives
6335796744,raptus bloom,Ivern,male,top_lane,other,1,15,7,0.53,Summon Aery,Flash,Teleport,Loss,ranked_solo_fives
6335796744,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,3,9,9,1.33,First Strike,Smite,Flash,Loss,ranked_solo_fives
6335796744,TwTv Ronges1,Katarina,female,mid_lane,other,5,9,4,1.0,Conqueror,Flash,Teleport,Loss,ranked_solo_fives
6335796744,kasii,Kai'Sa,female,bot_lane,other,6,7,5,1.57,Lethal Tempo,Flash,Ghost,Loss,ranked_solo_fives
6335796744,Chamallow San,Pyke,male,utility,other,5,6,7,2.0,Hail of Blades,Ignite,Flash,Loss,ranked_solo_fives
6335796744,Jean Catherineau,Gragas,male,top_lane,other,11,2,12,11.5,Phase Rush,Teleport,Flash,Win,ranked_solo_fives
6335796744,hibRige,Jarvan IV,male,jungle,other,7,5,19,5.2,Conqueror,Flash,Smite,Win,ranked_solo_fives
6335796744,pleroma chronou,Zoe,female,mid_lane,other,6,5,11,3.4,Summon Aery,Flash,Ignite,Win,ranked_solo_fives
6335796744,FW Yusa,Zeri,female,bot_lane,other,15,3,8,7.67,Lethal Tempo,Cleanse,Flash,Win,ranked_solo_fives
6335796744,Infoneral,Rakan,male,utility,other,7,5,19,5.2,Guardian,Ignite,Flash,Win,ranked_solo_fives
6335739549,Vlàdik,Gnar,male,top_lane,other,3,5,9,2.4,Fleet Footwork,Flash,Teleport,Win,ranked_solo_fives
6335739549,xayah rakan,Sejuani,female,jungle,other,0,6,16,2.67,Aftershock,Flash,Smite,Win,ranked_solo_fives
6335739549,ComboScriptXD,Katarina,female,mid_lane,other,15,8,4,2.38,Conqueror,Flash,Ignite,Win,ranked_solo_fives
6335739549,alm0st blue,Zeri,female,bot_lane,other,14,1,9,23.0,Lethal Tempo,Cleanse,Flash,Win,ranked_solo_fives
6335739549,SIGMA MENTALlTY,Lulu,female,utility,other,0,1,27,27.0,Summon Aery,Heal,Flash,Win,ranked_solo_fives
6335739549,YSKM FornoReason,Jax,male,top_lane,other,3,5,7,2.0,Lethal Tempo,Flash,Teleport,Loss,ranked_solo_fives
6335739549,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,3,8,9,1.5,First Strike,Smite,Flash,Loss,ranked_solo_fives
6335739549,To the moon7,K'Sante,male,mid_lane,other,7,4,7,3.5,Grasp of the Undying,Flash,Teleport,Loss,ranked_solo_fives
6335739549,DizL1,Jinx,female,bot_lane,other,7,9,3,1.11,Lethal Tempo,Cleanse,Flash,Loss,ranked_solo_fives
6335739549,socorromcorro,Karma,female,utility,other,1,6,13,2.33,Summon Aery,Flash,Heal,Loss,ranked_solo_fives
6335645113,fight with brain,Jax,male,top_lane,other,14,3,4,6.0,Lethal Tempo,Flash,Teleport,Win,ranked_solo_fives
6335645113,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,5,5,11,3.2,First Strike,Smite,Flash,Win,ranked_solo_fives
6335645113,berlinlove,Yasuo,male,mid_lane,other,5,13,5,0.77,Lethal Tempo,Flash,Exhaust,Win,ranked_solo_fives
6335645113,T1 18 0,Caitlyn,female,bot_lane,other,7,3,9,5.33,Lethal Tempo,Flash,Cleanse,Win,ranked_solo_fives
6335645113,Lucky Roux1,Milio,male,utility,other,1,7,20,3.0,Summon Aery,Flash,Heal,Win,ranked_solo_fives
6335645113,TWTV HaderrQ,Qiyana,female,top_lane,other,4,10,5,0.9,Electrocute,Flash,Ignite,Loss,ranked_solo_fives
6335645113,RhiIech,Ekko,male,jungle,other,12,4,7,4.75,Dark Harvest,Flash,Smite,Loss,ranked_solo_fives
6335645113,hibRige,Cho'Gath,male,mid_lane,other,6,6,4,1.67,Arcane Comet,Flash,Teleport,Loss,ranked_solo_fives
6335645113,moxokx,Jinx,female,bot_lane,other,8,6,11,3.17,Lethal Tempo,Heal,Flash,Loss,ranked_solo_fives
6335645113,Road2Narnia,Thresh,male,utility,other,1,6,13,2.33,Glacial Augment,Flash,Ignite,Loss,ranked_solo_fives
6335597960,Dareka Umi Wo,Jax,male,top_lane,other,2,8,8,1.25,Lethal Tempo,Flash,Teleport,Loss,ranked_solo_fives
6335597960,21kid,Wukong,male,jungle,other,8,12,7,1.25,Conqueror,Flash,Smite,Loss,ranked_solo_fives
6335597960,PashKr,LeBlanc,female,mid_lane,other,15,5,10,5.0,First Strike,Flash,Ignite,Loss,ranked_solo_fives
6335597960,Cipra number 1,Jhin,male,bot_lane,other,7,7,10,2.43,Fleet Footwork,Flash,Cleanse,Loss,ranked_solo_fives
6335597960,VAEII,Zoe,female,utility,other,11,9,15,2.89,Electrocute,Flash,Ignite,Loss,ranked_solo_fives
6335597960,PCS Misanthiel,Garen,male,top_lane,other,12,7,5,2.43,Conqueror,Ignite,Flash,Win,ranked_solo_fives
6335597960,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,7,8,8,1.88,First Strike,Smite,Flash,Win,ranked_solo_fives
6335597960,bbchungus,Yone,male,mid_lane,other,5,12,6,0.92,Lethal Tempo,Flash,Teleport,Win,ranked_solo_fives
6335597960,JuJuTw0,Kai'Sa,female,bot_lane,other,7,3,4,3.67,Lethal Tempo,Exhaust,Flash,Win,ranked_solo_fives
6335597960,Skýlinè,Pantheon,male,utility,other,10,13,11,1.62,Press the Attack,Flash,Ignite,Win,ranked_solo_fives
6335503026,Xxqqq,K'Sante,male,top_lane,other,2,4,1,0.75,Grasp of the Undying,Ghost,Teleport,Loss,ranked_solo_fives
6335503026,Dopaminw,Viego,male,jungle,other,1,6,2,0.5,Conqueror,Flash,Smite,Loss,ranked_solo_fives
6335503026,TwtvJukester lol,Kog'Maw,male,mid_lane,other,3,5,2,1.0,Arcane Comet,Flash,Ghost,Loss,ranked_solo_fives
6335503026,UNKN0WN5,Draven,male,bot_lane,other,1,7,1,0.29,Lethal Tempo,Flash,Cleanse,Loss,ranked_solo_fives
6335503026,PGE Snake,Nautilus,male,utility,other,1,7,2,0.43,Glacial Augment,Ignite,Flash,Loss,ranked_solo_fives
6335503026,sundazer,Talon,male,mid_lane,other,9,3,5,4.67,First Strike,Teleport,Flash,Win,ranked_solo_fives
6335503026,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,7,0,9,16.0,First Strike,Smite,Flash,Win,ranked_solo_fives
6335503026,MUSCLE MONSTROB,Jayce,male,top_lane,other,2,1,4,6.0,First Strike,Flash,Teleport,Win,ranked_solo_fives
6335503026,MJ Twenty Three,Aphelios,male,bot_lane,other,8,3,4,4.0,Lethal Tempo,Flash,Ghost,Win,ranked_solo_fives
6335503026,Evaaan,Amumu,male,utility,other,3,1,10,13.0,Glacial Augment,Flash,Ignite,Win,ranked_solo_fives
6335453799,999 1v9 L9 69 v9,Renekton,male,top_lane,other,5,5,11,3.2,Press the Attack,Flash,Teleport,Win,ranked_solo_fives
6335453799,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,12,4,11,5.75,First Strike,Smite,Flash,Win,ranked_solo_fives
6335453799,TTV Poliko,Anivia,female,mid_lane,other,10,6,14,4.0,Phase Rush,Ignite,Flash,Win,ranked_solo_fives
6335453799,SPOLFCEI ,Xayah,female,bot_lane,other,15,3,10,8.33,Lethal Tempo,Flash,Heal,Win,ranked_solo_fives
6335453799,FlayLoL,Nautilus,male,utility,other,3,6,17,3.33,Glacial Augment,Flash,Ignite,Win,ranked_solo_fives
6335453799,LadiciusVibe,Twitch,male,jungle,other,1,11,7,0.73,Hail of Blades,Ignite,Flash,Loss,ranked_solo_fives
6335453799,DP Baba,Viego,male,jungle,other,9,6,7,2.67,Conqueror,Smite,Flash,Loss,ranked_solo_fives
6335453799,Shrio,Zoe,female,mid_lane,other,7,8,11,2.25,Summon Aery,Ignite,Flash,Loss,ranked_solo_fives
6335453799,Remix iwnl,Sivir,female,bot_lane,other,2,11,3,0.45,Lethal Tempo,Flash,Heal,Loss,ranked_solo_fives
6335453799,NezukoINThebox,Gangplank,male,top_lane,other,5,9,12,1.89,First Strike,Flash,Teleport,Loss,ranked_solo_fives
6335415235,ESB bobista,Renekton,male,top_lane,other,0,7,1,0.14,Conqueror,Flash,Teleport,Loss,ranked_solo_fives
6335415235,I Love Uber Eats,Sejuani,female,jungle,other,2,5,4,1.2,Phase Rush,Flash,Smite,Loss,ranked_solo_fives
6335415235,TwtvJukester lol,Xerath,male,mid_lane,other,1,3,2,1.0,First Strike,Flash,Teleport,Loss,ranked_solo_fives
6335415235,Mindrago,Aphelios,male,bot_lane,other,3,3,3,2.0,Lethal Tempo,Flash,Heal,Loss,ranked_solo_fives
6335415235,Laguna R,Braum,male,utility,other,1,5,5,1.2,Guardian,Ignite,Flash,Loss,ranked_solo_fives
6335415235,fight with brain,Jax,male,top_lane,other,9,0,10,19.0,Lethal Tempo,Flash,Ignite,Win,ranked_solo_fives
6335415235,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,3,2,6,4.5,First Strike,Smite,Flash,Win,ranked_solo_fives
6335415235,Ox Reus,Yasuo,male,mid_lane,other,4,0,4,8.0,Lethal Tempo,Flash,Ignite,Win,ranked_solo_fives
6335415235,Sakulechat,Nautilus,male,utility,other,1,3,16,5.67,Glacial Augment,Flash,Ignite,Win,ranked_solo_fives
6335415235,Practice,Kalista,female,bot_lane,other,6,2,5,5.5,Lethal Tempo,Flash,Cleanse,Win,ranked_solo_fives
6335380690,Wamb0,Sion,male,top_lane,other,6,1,8,14.0,Phase Rush,Flash,Teleport,Win,ranked_solo_fives
6335380690,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,8,4,12,5.0,First Strike,Smite,Flash,Win,ranked_solo_fives
6335380690,ei tuka ei tei,Twitch,male,mid_lane,other,12,4,13,6.25,Hail of Blades,Ignite,Flash,Win,ranked_solo_fives
6335380690,Varry,Ashe,female,bot_lane,other,8,2,12,10.0,Lethal Tempo,Flash,Ghost,Win,ranked_solo_fives
6335380690,Lagecyro,Annie,female,utility,other,1,4,22,5.75,Summon Aery,Flash,Ignite,Win,ranked_solo_fives
6335380690,dakjshdkp1,Olaf,male,top_lane,other,3,11,3,0.55,Conqueror,Ghost,Flash,Loss,ranked_solo_fives
6335380690,kingggggg,Lee Sin,male,jungle,other,5,7,5,1.43,Conqueror,Smite,Flash,Loss,ranked_solo_fives
6335380690,agresivo player,Vex,female,mid_lane,other,2,6,5,1.17,Arcane Comet,Flash,Teleport,Loss,ranked_solo_fives
6335380690,SKAINMEGACORNUDO,Zeri,female,bot_lane,other,4,5,7,2.2,Lethal Tempo,Flash,Cleanse,Loss,ranked_solo_fives
6335380690,Alphen Arise,Lulu,female,utility,other,1,7,11,1.71,Summon Aery,Flash,Heal,Loss,ranked_solo_fives
6335368678,ΚyM,Riven,female,top_lane,other,2,9,0,0.22,Conqueror,Flash,Ignite,Loss,ranked_solo_fives
6335368678,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,3,6,5,1.33,First Strike,Smite,Flash,Loss,ranked_solo_fives
6335368678,ribreixutr360,Irelia,female,mid_lane,other,3,9,2,0.56,Conqueror,Flash,Teleport,Loss,ranked_solo_fives
6335368678,12r345rww0123da2,Xayah,female,bot_lane,other,5,5,1,1.2,Lethal Tempo,Flash,Heal,Loss,ranked_solo_fives
6335368678,enuj airotciv,Sylas,male,utility,other,2,10,4,0.6,Electrocute,Flash,Ignite,Loss,ranked_solo_fives
6335368678,I will comeback,Jayce,male,top_lane,other,7,4,11,4.5,Phase Rush,Teleport,Flash,Win,ranked_solo_fives
6335368678,ΨΞΞΞΞΞΞΨ,Wukong,male,jungle,other,9,2,9,9.0,Conqueror,Smite,Flash,Win,ranked_solo_fives
6335368678,STATE OF DEATH,Zoe,female,mid_lane,other,14,4,7,5.25,Electrocute,Flash,Ignite,Win,ranked_solo_fives
6335368678,J4mes Chungus,Kog'Maw,male,bot_lane,other,9,3,6,5.0,Lethal Tempo,Flash,Ghost,Win,ranked_solo_fives
6335368678,DKB Eddy,Lulu,female,utility,other,0,2,22,11.0,Summon Aery,Flash,Exhaust,Win,ranked_solo_fives
6335350550,eeeeeehhhh,Karma,female,top_lane,other,1,9,7,0.89,Summon Aery,Flash,Teleport,Win,ranked_solo_fives
6335350550,G2 ANDREWTAT3,Diana,female,jungle,user,6,3,6,4.0,Conqueror,Smite,Flash,Win,ranked_solo_fives
6335350550,MUSCLE MONSTROB,Jayce,male,mid_lane,other,9,0,4,13.0,First Strike,Flash,Teleport,Win,ranked_solo_fives
6335350550,TPAA nrmn,Jinx,female,bot_lane,other,6,2,9,7.5,Lethal Tempo,Cleanse,Flash,Win,ranked_solo_fives
6335350550,SirNukesAlotttt,Milio,male,utility,other,0,2,14,7.0,Summon Aery,Exhaust,Flash,Win,ranked_solo_fives
6335350550,I will comeback,K'Sante,male,mid_lane,other,2,6,5,1.17,Grasp of the Undying,Teleport,Ghost,Loss,ranked_solo_fives
6335350550,Hit and Run 3,Gragas,male,jungle,other,4,5,1,1.0,Phase Rush,Smite,Flash,Loss,ranked_solo_fives
6335350550,wassusman,Yone,male,top_lane,other,5,2,4,4.5,Lethal Tempo,Flash,Teleport,Loss,ranked_solo_fives
6335350550,LadiciusVibe,Twitch,male,bot_lane,other,5,5,4,1.8,Lethal Tempo,Ghost,Flash,Loss,ranked_solo_fives
6335350550,Chaleureux,Zilean,male,utility,other,0,4,6,1.5,Summon Aery,Flash,Heal,Loss,ranked_solo_fives
6335335299,Dedex,Kennen,male,top_lane,other,3,5,4,1.4,Summon Aery,Flash,Teleport,Loss,ranked_solo_fives
6335335299,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,6,7,4,1.43,First Strike,Smite,Flash,Loss,ranked_solo_fives
6335335299,Helge Undercover,Fizz,male,mid_lane,other,3,7,4,1.0,Electrocute,Flash,Ignite,Loss,ranked_solo_fives
6335335299,Trainwrecks Son,Draven,male,bot_lane,other,3,7,2,0.71,Lethal Tempo,Cleanse,Flash,Loss,ranked_solo_fives
6335335299,Divine777,Senna,female,utility,other,2,8,4,0.75,Fleet Footwork,Heal,Flash,Loss,ranked_solo_fives
6335335299,I will comeback,Gragas,male,top_lane,other,9,2,7,8.0,Arcane Comet,Teleport,Flash,Win,ranked_solo_fives
6335335299,BigPapa1v9,Lee Sin,male,jungle,other,11,3,4,5.0,Conqueror,Smite,Flash,Win,ranked_solo_fives
6335335299,BROVY,Yasuo,male,mid_lane,other,7,4,5,3.0,Lethal Tempo,Exhaust,Flash,Win,ranked_solo_fives
6335335299,LadiciusVibe,Twitch,male,bot_lane,other,6,7,3,1.29,Lethal Tempo,Ghost,Flash,Win,ranked_solo_fives
6335335299,SirNukesAlotttt,Milio,male,utility,other,1,2,24,12.5,Summon Aery,Exhaust,Flash,Win,ranked_solo_fives
6335324335,Dareka Umi Wo,Camille,female,top_lane,other,12,6,7,3.17,Grasp of the Undying,Flash,Teleport,Win,ranked_solo_fives
6335324335,derfiddIer,Nunu & Willump,male,jungle,other,2,5,16,3.6,First Strike,Flash,Smite,Win,ranked_solo_fives
6335324335,ZONGO LE DOZ0,Zac,male,mid_lane,other,10,3,20,10.0,Conqueror,Ignite,Flash,Win,ranked_solo_fives
6335324335,Trainwrecks Son,Ezreal,male,bot_lane,other,14,4,7,5.25,First Strike,Teleport,Flash,Win,ranked_solo_fives
6335324335,Aalbaac0ck,Rakan,male,utility,other,1,4,22,5.75,Guardian,Ignite,Flash,Win,ranked_solo_fives
6335324335,mrsaxobeatt,Renekton,male,top_lane,other,4,8,8,1.5,Conqueror,Flash,Teleport,Loss,ranked_solo_fives
6335324335,G2 ANDREWTAT3,Diana,female,jungle,user,8,10,3,1.1,Conqueror,Smite,Flash,Loss,ranked_solo_fives
6335324335,TwtvJukester lol,Kog'Maw,male,mid_lane,other,5,8,5,1.25,Arcane Comet,Flash,Ghost,Loss,ranked_solo_fives
6335324335,XOURA1,Xayah,female,bot_lane,other,3,7,5,1.14,Lethal Tempo,Flash,Heal,Loss,ranked_solo_fives
6335324335,Alphen Arise,Blitzcrank,male,utility,other,2,6,7,1.5,Glacial Augment,Flash,Ignite,Loss,ranked_solo_fives
6335328474,TwTv Vaynged,Vayne,female,top_lane,other,3,8,2,0.62,Lethal Tempo,Flash,Ignite,Loss,ranked_solo_fives
6335328474,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,5,5,12,3.4,First Strike,Smite,Flash,Loss,ranked_solo_fives
6335328474,Iron IV Hasaki,Yone,male,mid_lane,other,7,8,8,1.88,Fleet Footwork,Ignite,Flash,Loss,ranked_solo_fives
6335328474,Aalbaac0ck,Jinx,female,bot_lane,other,4,3,11,5.0,Lethal Tempo,Heal,Flash,Loss,ranked_solo_fives
6335328474,Negan,Elise,female,utility,other,6,5,11,3.4,Electrocute,Flash,Ignite,Loss,ranked_solo_fives
6335328474,kXChrist,Malphite,male,top_lane,other,5,6,5,1.67,Arcane Comet,Teleport,Flash,Win,ranked_solo_fives
6335328474,temppknlcrhxbxya,Jarvan IV,male,jungle,other,4,10,12,1.6,Conqueror,Smite,Flash,Win,ranked_solo_fives
6335328474,NDV Tsugara,Vex,female,mid_lane,other,8,5,9,3.4,Electrocute,Ignite,Flash,Win,ranked_solo_fives
6335328474,XOURA1,Ezreal,male,bot_lane,other,8,4,10,4.5,Conqueror,Flash,Cleanse,Win,ranked_solo_fives
6335328474,HOLLOW KNlGHT ,Yuumi,female,utility,other,3,0,15,18.0,Summon Aery,Exhaust,Heal,Win,ranked_solo_fives
6334256066,Terrør,Sion,male,top_lane,other,1,6,12,2.17,Grasp of the Undying,Teleport,Flash,Loss,ranked_solo_fives
6334256066,Niapou,Wukong,male,jungle,other,12,7,7,2.71,Conqueror,Smite,Flash,Loss,ranked_solo_fives
6334256066,XXIII VII,Sylas,male,mid_lane,other,6,10,9,1.5,Electrocute,Flash,Teleport,Loss,ranked_solo_fives
6334256066,Obstinatus,Jinx,female,bot_lane,other,7,7,9,2.29,Lethal Tempo,Cleanse,Flash,Loss,ranked_solo_fives
6334256066,Cerul,Braum,male,utility,other,1,6,15,2.67,Guardian,Flash,Exhaust,Loss,ranked_solo_fives
6334256066,balkanzacc29,K'Sante,male,top_lane,other,6,4,9,3.75,Grasp of the Undying,Flash,Teleport,Win,ranked_solo_fives
6334256066,G2 ANDREWTAT3,Fiddlesticks,male,jungle,user,8,5,12,4.0,First Strike,Smite,Flash,Win,ranked_solo_fives
